delta_early,G,density
-103,0.22486929657794674,0.5119304501252836
-227,0.45559210526315785,0.40724986818015246
-335,0.4654869477911646,0.3475387882685749
-153,0.3011565836298933,0.4799187652164769
-152,0.028691983122362874,0.04439924020372696
-320,0.4789483532934131,0.3093267752248479
-294,0.45897108843537415,0.15106347131704617
-171,0.3651107594936709,0.4953716445471171
-349,0.5344889635316699,0.3302765213777808
-125,0.35453182656826565,0.4971898157924941
-364,0.34697041984732824,0.21868159478614804
-247,0.34427759740259745,0.13327204390052072
-297,0.42663690476190474,0.15540170412486476
-147,0.37894275700934577,0.4638109094983157
-229,0.2893052302888368,0.09197535616420958
-294,0.48728875291375295,0.1324725678596535
-302,0.36588235294117644,0.3663914096489324
-353,0.47611483364140483,0.2582400731750182
-295,0.4735955056179775,0.4073593549862816
-298,0.3804779411764706,0.3939619105717979
-131,0.31422413793103443,0.47983212681045684
-244,0.4866797722342733,0.35981563073224515
-383,0.4650469653179191,0.2949705597595946
-303,0.4297520661157025,0.34250717708607087
-17,0.12419458762886593,0.537209717533225
-327,0.42590512684989434,0.3772160057260979
-351,0.42011145598194133,0.15440544041815782
-294,0.4213055239179955,0.15331889050895045
-35,0.08982286096256686,0.565465505243024
-367,0.44511605415860733,0.22857224227687395
-247,0.274108676975945,0.08040578600972752
-19,0.05726156069364163,0.5613625918392836
-285,0.4499216970387244,0.3927917345730256
-273,0.3754401408450704,0.1582379377513808
-355,0.41580578512396693,0.20073007090883827
-153,0.35006107491856675,0.48429253693461566
-220,0.3433731560940042,0.08137234712931403
-364,0.3918172690763052,0.30404841655056714
-289,0.41617990654205606,0.1435008874398709
-169,0.04904761904761912,0.05423323197590763
-358,0.477482476635514,0.2789660979708928
-280,0.3954545454545455,0.3905025117961217
-172,0.3625351123595506,0.433203559982236
-213,0.49412128712871284,0.42368600293218917
-173,0.00884725474889414,0.05387509609078776
-275,0.3644355791962175,0.14413342033454532
-358,0.3563002008032129,0.2011869194547403
-396,0.3343865955473099,0.28992193434934826
-28,0.12843406593406592,0.5584756136228498
-347,0.4685325546719682,0.1943409131107859
-313,0.5443291751527495,0.34239137105752065
-388,0.5156826568265682,0.2905707746832203
-38,0.06392045454545453,0.531273821939646
-202,0.39220063025210083,0.4607054581181112
-167,0.003717117804041159,0.04985653166447299
-339,0.36834124472573837,0.16940485828002377
-265,0.4192341549295775,0.4140803086291887
-307,0.4313872255489022,0.31087054587360985
-325,0.4954675572519084,0.26921967275963454
-261,0.16705043859649127,0.07863680552968641
-308,0.5619600431965442,0.3985075597889657
-325,0.43938018672199175,0.33322601209879316
-346,0.531742125984252,0.21465339998003458
-169,0.010511089681774388,0.044851621442611095
-153,0.37716876971608837,0.46802929985686464
-383,0.4702611218568665,0.3033039472736674
-136,0.4074182242990654,0.48612807405554
-44,0.17002118644067798,0.5593982528465573
-154,0.010887096774193528,0.04483375211534358
-306,0.44336346960167716,0.16308591514559972
-194,0.40202205882352937,0.4606833429260286
-178,0.2571486928104575,0.4773443926886688
