iso_embedded_50,iso_alone_50,G_0_250,density
74,15,0.5184041501976284,0.33714694588690314
69,3,0.3552969208211144,0.10597611505909206
68,9,0.48696192052980136,0.4046449397978688
2,0,0.01948536267014722,0.04419657580352034
37,0,0.3487919329073482,0.08443429381511483
51,9,-0.025966726618705027,0.5798507521799748
32,5,0.48662889863547754,0.21421613876509413
10,0,0.11708515283842791,0.05916245661803656
51,7,0.47813189845474613,0.3785404962673126
23,2,0.22609368950832365,0.08249953696959031
78,13,0.32334183673469385,0.4085188785148071
