world_id,world_seed,density,Nlive,Nocc8,A,Gfuture
179,972217773178707269,0.22027993043553315,1236.4059405940593,174.13861386138615,21.07,0.09892339544513458
180,3933647517196715520,0.22654681524184464,1543.4554455445545,199.22772277227722,33.18,0.14223544094526477
181,1883495886666086606,0.31809206532382756,1310.4356435643565,188.79207920792078,28.55,0.038071043205831406
182,3460470641587007700,0.2547349953106235,1228.2178217821781,172.46534653465346,27.24,-0.01389413988657845
183,4301535968724962714,0.2562072208996445,1414.4257425742574,186.20792079207922,28.79,0.060458402758941376
184,4410687196301317949,0.2361498965337456,1417.6930693069307,185.11881188118812,28.98,0.07206312763074887
185,2881104811507296113,0.31226512885240865,1502.0594059405942,198.62376237623764,27.69,0.05974802849753265
186,3448658922276464135,0.22298417779301247,1477.6732673267327,193.15841584158414,24.98,0.0770176844380672
187,127888308272074882,0.25667909367169506,1315.0,184.4851485148515,29.01,0.11515151515151514
188,1376526207365885889,0.30418691528159186,1481.6930693069307,198.14851485148515,30.36,-0.005040466981807781
189,4311353527028074807,0.2292441107684805,1402.009900990099,187.2970297029703,28.73,0.060455968366422266
190,2907646163962604600,0.24628454507105407,1250.90099009901,181.95049504950495,25.26,0.03142744331214982
191,1952937485570167573,0.28839477119580337,1183.6237623762377,180.27722772277227,22.25,0.019360632183908044
192,778738650761226985,0.3422605333214569,1286.7722772277227,178.36633663366337,23.85,0.016302007063485224
193,2714683610003325526,0.26158212835674,1178.6138613861385,179.87128712871288,29.41,0.06748487114979262
194,4055141245535631753,0.25148987895339053,1241.970297029703,173.1980198019802,25.13,0.014840700735227363
195,3606390628662794217,0.3392318014471137,1407.4059405940593,189.9108910891089,27.7,0.06296805289993626
196,3224522751660950924,0.32894035812635963,1230.8910891089108,184.5148514851485,26.89,0.13446008306414398
197,3495799594259329284,0.2220558215626249,1431.6435643564357,189.66336633663366,26.66,0.021421877091980193
198,4084208732434920374,0.33636859165951666,1299.4356435643565,186.15841584158414,26.19,0.15075567707146656
199,919734281650914835,0.28525237383588836,1256.980198019802,172.43564356435644,33.68,0.05926916221033868
200,1701263209900599445,0.2716698051056787,1303.8415841584158,181.30693069306932,28.65,0.1737262856461043
201,2120018863177068645,0.2929389889875262,1400.9405940594058,190.96039603960395,28.13,-0.017393005375246642
202,3079581298213879348,0.3286227123039124,1438.950495049505,192.0,31.77,0.10446623303931596
203,1141831718818913454,0.22514874537042034,1335.5247524752476,185.82178217821783,25.42,-0.04316226099295942
204,827479503563095577,0.2426836993388934,1155.6831683168316,176.66336633663366,26.84,0.13260869565217392
205,1748953197554318438,0.2256507762859481,1447.8118811881188,197.9009900990099,32.55,-0.01762183235867447
206,3538666389475031624,0.3491700227294338,1286.009900990099,179.73267326732673,28.36,0.09812580679601285
207,713787036304907210,0.20485944402811462,1352.1386138613861,184.01980198019803,22.81,0.14385793418051482
208,3557814084696912606,0.2845079501348527,1511.881188118812,199.8910891089109,30.94,0.029642058165548102
209,4526726692511954006,0.2724667359668893,1311.049504950495,178.0891089108911,24.96,-0.07782155924570786
210,3140970710552198288,0.3332160364859161,1343.7425742574258,186.63366336633663,28.26,-0.04898674121591055
211,2258546961587211517,0.30022764424646436,1286.009900990099,181.31683168316832,27.81,0.16166555391516133
212,4399991596326115292,0.2949958399651794,1277.7524752475247,172.02970297029702,27.16,0.010453740980609527
213,3163246387672712084,0.30778542770219114,1456.4950495049504,194.1089108910891,26.85,0.0966490299823633
214,3872549324652248083,0.3012023331197487,1496.079207920792,190.4950495049505,34.8,0.05214226920244336
215,3008251836652854825,0.29361897132888654,1176.2178217821781,165.3960396039604,27.77,0.08167622452272782
216,2075481040695617161,0.2879776021200135,1140.6930693069307,168.0891089108911,27.16,0.0919171503272822
217,3015738510776666743,0.3037417304157565,1294.6831683168316,186.75247524752476,27.48,0.09733470633529077
218,906845270341972513,0.3140013892353645,1600.8217821782177,201.74257425742573,32.55,0.0466466352042066
219,4583093843378109400,0.29715467962283476,1315.950495049505,182.66336633663366,28.46,0.09853209452293073
220,1958625133674938990,0.3152955289048331,1425.7524752475247,193.75247524752476,23.98,0.10640539401601348
221,3426921637304851463,0.26462489447908943,1254.3465346534654,178.65346534653466,25.08,-0.0217335390946502
222,1439170699627386273,0.21874542838503033,1071.069306930693,173.5742574257426,22.74,0.014252079298959316
223,291087940457178925,0.3293103980476436,1467.7425742574258,191.7128712871287,30.8,0.041181594994852286
224,1224839216765603018,0.26522021760959275,1118.4653465346535,175.4950495049505,30.36,0.05669377941477388
225,873703611481020462,0.23204933646150563,1503.069306930693,198.72277227722773,36.52,0.030101706036745404
